district,four_room,image,multiroom,name,one_room,room_types,studio,three_room,two_room
Одинцовский,12460000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5b6d66605aedc.jpeg,-1,ЖК «Инновация»,6004000,"studio,one_room,two_room,three_room,four_room",4717000,9554000,6249000
Мытищинский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/602aa68643319.jpg,-1,Апарт-отель «Dom Smile»,4190000,"studio,one_room,two_room,three_room",3800000,9360000,6995000
Одинцовский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5cf9165db2a02.jpg,-1,ЖК «Новая Рига»,4902000,"studio,one_room,two_room,three_room",3552000,9125000,7258000
Восточное Измайлово,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/635fd36231386.jpg,-1,ЖК «Измайловский лес»,6494000,"studio,one_room,two_room,three_room",4551000,13566000,6961000
Чертаново Южное,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6281f27127814.jpg,-1,ЖК «ParkSide»,12725000,"studio,one_room,two_room,three_room",8452000,27071000,18246000
Нижегородский,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/635be89d07619.jpg,-1,ЖК «Новохохловская 15»,9297000,"studio,one_room,two_room,three_room",6577000,15942000,12585000
Очаково-Матвеевское,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/62f22d6a8f165.jpg,-1,ЖК «ОМ»,12500000,"studio,one_room,two_room,three_room",9900000,19000000,14000000
Раменки,56500000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5e5e8780dac8c.jpg,66500000,ЖК «Legacy»,-1,"two_room,three_room,four_room,multiroom",-1,37000000,22512000
Дорогомилово,61166000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6290954639351.jpg,-1,"Апарт-отель «Поклонная, 7»",18120000,"studio,one_room,two_room,four_room",13675000,-1,23574000
Ленинский,9054000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/61af4efa15338.jpg,-1,ЖК «Пригород Лесное»,4993000,"studio,one_room,two_room,three_room,four_room",3455000,7485000,5098000
Ивантеевка,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5b7b5474eecd1.jpg,-1,ЖК «Ивантеевка 2020»,5800000,"studio,one_room,two_room",3800000,-1,8600000
Балашиха,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5cf523d1313f7.png,-1,ЖК «28 микрорайон»,6636800,"one_room,two_room,three_room",-1,11190000,9006000
Южное Бутово,11563000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/61f7e5f8f2854.jpg,-1,ЖК «Остафьево»,7114000,"studio,one_room,two_room,three_room,four_room",5065000,9901000,7417000
Таганский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/62b2da7f3c1d4.jpg,-1,МФК Клубный дом «Космо 4/22»,43024900,"one_room,two_room,three_room",-1,145419000,103915000
Сокольники,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/63296eba1b4ce.jpg,-1,Апарт-отель «Loft Рижская»,-1,studio,4000000,-1,-1
Богородское,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5f47987998fc2.jpg,-1,ЖК «Просторная 7»,-1,"studio,two_room,three_room",9357000,25393000,21520000
Московский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5cf4f54f3b7c8.jpeg,-1,МЖК «Бристоль»,7300000,one_room,-1,-1,-1
Обручевский,85469000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/59314fc50c125.png,-1,ЖК «Квартал 38А»,32500000,"one_room,two_room,three_room,four_room",-1,48640000,53254000
Отрадное,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/wm_621f369c71366.jpg,-1,Апарт-отель «Шерстон»,-1,studio,4407500,-1,-1
Тверской,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5cb4b154e1a69.jpeg,356100000,"МФК «Долгоруковская, 25»",-1,"two_room,three_room,multiroom",-1,59420000,42052000
Щёлковский,9857200,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5e3af4337da92.jpg,-1,ЖК «Клюквенный»,-1,"three_room,four_room",-1,7495100,-1
Химки,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/585952600023c.jpg,-1,ЖК «в Папанинском переулке»,2950500,"studio,one_room,two_room,three_room",2814400,5146790,4585860
Московский,26131000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5f451845e476d.jpg,-1,ЖК «Переделкино Ближнее»,7640000,"studio,one_room,two_room,three_room,four_room",7333000,13975000,10559000
Одинцовский,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/552fa4a9e26f4.jpg,-1,МЖК «Борисоглебское 2»,5089500,"one_room,two_room,three_room",-1,10223600,6209400
Басманный,373560000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5c17c0229770c.jpg,-1,ЖК «Дом с Атлантами»,-1,"two_room,four_room",-1,-1,281570000
Котловка,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5bc36973d57b4.jpg,-1,Апарт-отель «Nakhimov»,10200000,"one_room,two_room,three_room",-1,22290000,15990000
Пресненский,200477000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5da83fed484dd.jpg,337719000,ЖК «Lucky»,45440000,"one_room,two_room,three_room,four_room,multiroom",-1,133742000,91086000
Внуковское,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6006c2a180e67.jpg,-1,МЖК «Бристоль Москва»,8892800,"one_room,two_room",-1,-1,14179000
Железнодорожный,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5d650218d179f.jpg,-1,ЖК «Столичный»,4530000,"studio,one_room,two_room,three_room",4086000,7541000,5674000
Люберецкий,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5c89187b51678.jpg,-1,ЖК «Новоград «Павлино»,5601000,"studio,one_room,two_room,three_room",4174000,7074000,5543000
Солнечногорский,11018000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/56014cfc0311e.jpg,-1,ЖК «Митино О2»,4700000,"one_room,two_room,three_room,four_room",-1,8483000,6513000
Дорогомилово,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/51e0145a6c2e2.jpg,-1,ЖК «Кутузов»,17500000,one_room,-1,-1,-1
Ленинский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5f7c72a126090.jpg,-1,ЖК «Три квартала»,5630000,"one_room,two_room,three_room",-1,12138000,8012000
Московский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/62fd03ba40f9b.jpg,-1,ЖК «Рассказово»,7728000,"one_room,two_room,three_room",-1,14460000,11388000
Марьина Роща,33255000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/627e10083e3d4.jpg,-1,ЖК «Pride»,15951000,"one_room,two_room,three_room,four_room",-1,26148000,19308000
Раменки,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/503cdf30eef24.jpg,69000000,ЖК «Золотые ключи-2»,-1,multiroom,-1,-1,-1
Домодедово,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5272387a21942.jpg,-1,ЖК «на улице Кирова»,5700000,"one_room,three_room",-1,10300000,-1
Лобня,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5cf106cae7825.jpg,-1,ЖК «Москвич»,-1,studio,6750000,-1,-1
Преображенское,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/637761148afb0.png,-1,Апарт-отель «Park Place Sokolniki»,-1,studio,4730000,-1,-1
Даниловский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/51e6c2d97986f.jpg,230000000,ЖК «Barkli Residence»,-1,"three_room,multiroom",-1,67000000,-1
Арбат,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5d03ae0e3ca0e.jpg,481844000,ЖК «Большой Афанасьевский»,-1,multiroom,-1,-1,-1
Северный,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5072e807e0436.jpg,-1,ЖК «Северная слобода»,-1,two_room,-1,-1,25500000
Люблино,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/62fa5878dab28.png,-1,Апарт-отель «Friends»,-1,studio,6100000,-1,-1
Южное Бутово,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5a17e7ecc66dd.jpg,-1,ЖК «Бутово парк 2Б»,8000000,one_room,-1,-1,-1
Таганский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/wm_637c8ddd53df5.jpg,-1,"Апарт-отель «Воронцово поле, 12с3»",-1,studio,9800000,-1,-1
Раменки,90191000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5018f00964120.jpg,123550000,ЖК «Дом на Мосфильмовской»,-1,"three_room,four_room,multiroom",-1,125308000,-1
Хамовники,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5c59b2db83133.jpg,-1,ЖК «Artisan»,-1,three_room,-1,287005000,-1
Басманный,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/622320b948da7.jpg,-1,МФК «Палаты Нарышкина»,-1,"two_room,three_room",-1,206320000,140250000
Истринский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/60780917aad60.png,53750000,МЖК «Park Fonte»,-1,multiroom,-1,-1,-1
Дорогомилово,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5d08a6e2d3b3e.jpg,679524000,МФК «Город столиц»,-1,multiroom,-1,-1,-1
Сокольники,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/wm_636e20478760f.png,-1,Апарт-отель «Лофт Центросоюзный»,-1,studio,3979000,-1,-1
Левобережный,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/wm_61e815fe72928.jpeg,-1,Апарт-отель «Причал»,-1,studio,3550000,-1,-1
Раменский,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/5d7643ce915bd.jpg,-1,МЖК «Солнечный 2017»,3584000,one_room,-1,-1,-1
Щёлковский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5cf661afda821.gif,-1,ЖК «Пустовский»,6025600,"one_room,two_room",-1,-1,8633800
Щёлковский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5d0cda8ae8802.jpg,-1,ЖК «Созвездие (Звенигород)»,-1,two_room,-1,-1,7057450
Тропарёво-Никулино,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6388bbfff085d.jpg,-1,Апарт-отель «All in Salute»,6700000,"studio,one_room,two_room",4900000,-1,10700000
Мытищинский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5d0264e30aa8e.jpg,20990000,ЖК «Федоскино парк»,-1,multiroom,-1,-1,-1
Филёвский Парк,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/608a873ce9083.jpg,-1,ЖК «Клубный дом Noble»,-1,"two_room,three_room",-1,54398400,42715100
Одинцовский,83170000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5cebe572434c6.jpg,-1,ЖК «Сколково-Парк»,-1,"three_room,four_room",-1,70880000,-1
Истринский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6082a1225d83e.jpg,-1,МЖК «Futuro Park»,-1,"two_room,three_room",-1,44275000,39215000
Раменки,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/599171213ffb2.jpeg,-1,МФК «Ambassador Golf Club Residence»,88654000,"one_room,two_room,three_room",-1,175570000,122360000
Замоскворечье,86400000,https://st.novostroy.ru/regions/u/b/g/box_orig/59412a1050c91.jpg,-1,ЖК «Английский квартал»,37400000,"one_room,two_room,three_room,four_room",-1,66600000,47000000
Филёвский Парк,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/627ce71467d38.jpg,-1,Апарт-отель «Ahead»,20412000,"one_room,two_room",-1,-1,57920000
Щёлковский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/598331f6327e3.jpg,-1,МЖК «Варежки»,-1,two_room,-1,-1,6210000
Сокольники,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5facf1090880f.jpg,-1,ЖК «Интеллигент»,11494000,"one_room,two_room,three_room",-1,20095000,14084000
Замоскворечье,71456000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/62cd3bce4332d.jpg,111888000,Апарт-отель «Клубный дом Большая Серпуховская 38к8»,-1,"two_room,three_room,four_room,multiroom",-1,44342000,22965000
Басманный,60141000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/59bfee3ee38b9.jpg,-1,МФК «Гороховский 12»,-1,"two_room,four_room",-1,-1,30690000
Одинцовский,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/5645d96d0718e.jpeg,-1,ЖК «Дом на Баковке»,10049700,"one_room,two_room",-1,-1,11603800
Дорогомилово,181250000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/61cc64ca35a2d.jpg,225470000,ЖК «WOODS»,-1,"three_room,four_room,multiroom",-1,152030000,-1
Ленинский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/63046b888931a.jpg,-1,ЖК «Загорье»,-1,"two_room,three_room",-1,20912000,15218000
Домодедово,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/5863e97bdca7e.jpg,8450000,МЖК «Александрия Таун»,-1,multiroom,-1,-1,-1
Наро-Фоминский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/576a7fcb1bfd2.jpg,-1,ЖК «Воскресенский» (Наро-Фоминск),6300000,"one_room,two_room,three_room",-1,13350000,9400000
Одинцовский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/56cda533d1a5a.jpg,-1,ЖК «LEVEL Barvikha Residence»,17854000,"one_room,two_room,three_room",-1,28851000,25979000
Котельники,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5cf65dca132a5.jpg,-1,ЖК «Зеленый остров» (Котельники),7845000,"one_room,two_room,three_room",-1,13944000,9065000
Тверской,259980000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5cab0ebdcc6c2.jpg,-1,МФК «Kuznetsky Most 12 by Lalique»,112100000,"one_room,three_room,four_room",-1,207134000,-1
Ногинский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5c7d0da19325d.jpg,-1,ЖК «ПущиноГрад»,4100000,"studio,one_room,two_room,three_room",3500000,7400000,5000000
Марфино,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5ea9ad0c5bb28.jpg,-1,МФК «Апарт-комплекс Ботаник»,-1,studio,5430000,-1,-1
Таганский,222120000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5ecfada819851.jpg,253640000,МФК «Titul на Серебрянической»,51385000,"one_room,two_room,three_room,four_room,multiroom",-1,124570000,67628000
Ивантеевка,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5fad1aa27c3d9.jpg,-1,ЖК «Жилой дом в Ивантеевке»,-1,"two_room,three_room",-1,9905000,8183000
Аэропорт,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/629f94b4518d8.jpeg,-1,Апарт-отель «Air Space»,-1,studio,6600000,-1,-1
Кузьминки,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/wm_5fd3550ddc7b3.jpg,-1,ЖК «MySpace на Окской»,-1,studio,5700000,-1,-1
Даниловский,95503000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5de67c89015c8.jpg,-1,ЖК «Композиция №24»,-1,four_room,-1,-1,-1
Левобережный,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5b602d9f6419e.jpg,-1,ЖК «Discovery Park»,-1,three_room,-1,30324000,-1
Ивантеевка,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/604a1846ae840.jpg,-1,ЖК «Весна» (Ивантеевка),5161000,"one_room,two_room",-1,-1,7969000
Ногинский,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/5b193d1b57d55.jpeg,-1,МЖК «Тепло»,5181000,"one_room,two_room,three_room",-1,5346000,6387000
Кунцево,34503000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/531ec2a48efa5.jpg,-1,ЖК «Крылатский»,-1,"two_room,three_room,four_room",-1,28081000,23764000
Одинцовский,20853900,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5cb07f843bbf9.jpeg,-1,ЖК «Одинград»,-1,"studio,two_room,three_room,four_room",8210300,19969200,14174100
Лефортово,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/625d8acf0b9e6.jpg,-1,МФК «Рогожский Вал 12»,-1,"two_room,three_room",-1,49906800,33465400
Измайлово,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/59a41b391d8f4.jpg,-1,ЖК «ИзМайЛовО»,-1,two_room,-1,-1,18500000
Ленинский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/602fb7bff07a8.jpg,-1,ЖК «Суханово Spa Deluxe»,10643000,"studio,one_room",6442000,-1,-1
Люберецкий,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6283c32f4fcfd.jpg,-1,Апарт-отель «Connect.Moscow»,-1,studio,6400000,-1,-1
Даниловский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5eba9ea2d4197.jpg,-1,МФК «Residence Hall Шаболовский»,32793700,"one_room,two_room",-1,-1,36492000
Хорошёво-Мнёвники,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5f5f201cb3faa.jpg,50600000,ЖК «Union Park»,20623000,"one_room,two_room,multiroom",-1,-1,30069000
Черёмушки,66502000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5c18b96b0af08.jpg,-1,ЖК «Onyx Deluxe»,-1,"studio,two_room,three_room,four_room",18936000,34303000,30381000
Якиманка,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/584e64b999d78.jpg,-1,ЖК «Cloud Nine»,-1,"two_room,three_room",-1,243200000,138333000
Тропарёво-Никулино,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/wm_6126528f45990.jpg,-1,Апарт-отель «Loft на Вернадского 41»,-1,studio,4144000,-1,-1
Нагатино-Садовники,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/wm_6102bd6163687.jpg,-1,Апарт-отель «Loft Нагорная»,4540000,one_room,-1,-1,-1
Ростокино,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/wm_608aa45326b90.png,-1,Апарт-отель «Турист»,-1,studio,5153650,-1,-1
Нижегородский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/537b16aba5ef8.jpg,-1,ЖК «Геометрия»,-1,three_room,-1,39170000,-1
Ленинский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5f479bb808657.jpg,-1,ЖК «Столичные поляны»,-1,two_room,-1,-1,14809400
Арбат,265000000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5bf55d321e4b8.jpg,419000000,МФК «Звезды Арбата»,62739000,"one_room,two_room,three_room,four_room,multiroom",-1,99441000,85024000
Щёлковский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/602d19a142739.jpg,-1,ЖК «Полёт-Купавна»,5697000,"one_room,two_room,three_room",-1,8491500,6555000
Тверской,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5f43e9fa5563d.jpg,-1,МФК «Клубный дом в Газетном»,78120000,"one_room,three_room",-1,231840000,-1
Люберецкий,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5f476e9041fd6.jpg,-1,ЖК «Оранж парк»,-1,"studio,three_room",8501000,12585000,-1
Щукино,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/556716d5ba58c.jpg,-1,ЖК «Хорошевский»,-1,three_room,-1,31894000,-1
Арбат,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5d0361c2a8c52.jpg,-1,МФК «Театральный Дом»,-1,"two_room,three_room",-1,133420000,90726000
Раменки,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6131f361b1370.jpg,112930000,ЖК «Городские резиденции SPIRES»,-1,multiroom,-1,-1,-1
Чертаново Южное,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/6380b5246c729.jpg,-1,МФК «Варшавские ворота»,8740000,"studio,one_room,two_room",5639000,-1,11970000
Даниловский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/wm_62cd7b4814019.jpg,-1,МФК «Парк Легенд»,15561000,"one_room,two_room",-1,-1,22625000
Подольский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/52b2dc3400fdf.jpg,-1,ЖК «Бородино» (Кутузово),5057000,"one_room,two_room",-1,-1,8617000
Истринский,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/54f98cffe1992.jpg,-1,МЖК «Sampo»,-1,two_room,-1,-1,8860000
Сокольники,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/5af9ae5c57e03.png,-1,МФК «Резиденции архитекторов»,-1,"two_room,three_room",-1,50167000,32347000
Московский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5b2bbc392e2a9.jpg,-1,ЖК «FoRest»,14228000,"studio,one_room,two_room,three_room",12026000,23609000,19862000
Останкинский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6304ad0537112.jpg,-1,Апарт-отель «Лофт на Шереметьевской»,-1,studio,5598200,-1,-1
Москворечье-Сабурово,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5941660baa37a.jpg,-1,ЖК «Домашний»,-1,three_room,-1,17364000,-1
Черёмушки,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/wm_6284cfa77e6e2.png,-1,Апарт-отель «Лофт-студии на Херсонской 41а»,-1,studio,4664000,-1,-1
Басманный,270480000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5ebabcffc8179.jpg,-1,МЖК «Дом Абрикосова»,-1,"two_room,four_room",-1,-1,145650000
Котельники,17055600,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5f4793c04d875.jpg,-1,ЖК «Кузьминский лес»,8785900,"one_room,four_room",-1,-1,-1
Мытищинский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5d6010936a41e.jpg,-1,МФК «Нормандия»,5934000,"one_room,two_room,three_room",-1,10088000,7991000
Басманный,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5ba3a73223337.jpg,-1,ЖК «Bauman House»,-1,two_room,-1,-1,29585500
Замоскворечье,47000000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6086b75a5a490.jpg,-1,ЖК «High Life»,27000000,"one_room,two_room,three_room,four_room",-1,64500000,22990000
Красногорский,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/599ec6e6859b0.jpg,-1,ЖК «Красногорский»,6250000,"studio,one_room",5400000,-1,-1
Якиманка,417500000,https://st.novostroy.ru/regions/u/b/g/box_orig/60cc8030b8737.jpg,761850000,ЖК «Armani / Casa Moscow Residences»,-1,"four_room,multiroom",-1,-1,-1
Южное Бутово,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5d554a2f92160.jpg,-1,ЖК «Новая Звезда» (Газопровод),6671200,"one_room,two_room",-1,-1,10732500
Кунцево,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/632ca3e806e68.jpg,-1,ЖК «М_5»,8950000,"one_room,two_room,three_room",-1,18319000,12732000
Останкинский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/60f5b088888ff.jpg,-1,ЖК «Сенатор»,22300000,"studio,one_room,two_room,three_room",15200000,35870000,31240000
Хамовники,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/50a360ba02acb.jpg,-1,ЖК «Knightsbridge Private park»,122747000,one_room,-1,-1,-1
Митино,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6321f0baa1125.jpg,-1,ЖК «Аквилон Митино»,8138400,"studio,one_room,two_room,three_room",6300000,12300000,11703800
Ярославский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5d1606b92a5b7.jpg,-1,ЖК «Сказочный лес»,5900000,"studio,one_room,two_room",6300000,-1,10500000
Замоскворечье,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/59bff26009d44.png,-1,МФК «Balchug Residence»,217197000,one_room,-1,-1,-1
Замоскворечье,85956000,https://st.novostroy.ru/regions/u/b/g/box_orig/5900ab4a38b64.jpg,99844000,МФК «Резиденции Замоскворечье»,23782000,"studio,one_room,two_room,three_room,four_room,multiroom",18882000,50248000,36548000
Богородское,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/wm_628e07b429ab5.png,-1,ЖК «Дом на Ивантеевской»,-1,studio,6230000,-1,-1
Замоскворечье,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5ced315a5035b.jpg,-1,МФК «Balchug Viewpoint»,-1,three_room,-1,115000000,-1
Ярославский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5b9bd8f4cbd53.jpg,-1,ЖК «Настроение»,11436800,"one_room,two_room,three_room",-1,20005900,17670000
Люберецкий,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5c764160f0afa.jpg,-1,ЖК «Новотомилино»,6004700,"studio,one_room,two_room,three_room",4323400,10181900,9861600
Соколиная Гора,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/wm_5fa417a98ba5f.jpg,-1,Апарт-отель «Loft Вольный»,-1,studio,4800000,-1,-1
Одинцовский,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/62eba43849769.jpg,-1,ЖК «Каштановая роща»,5479700,"studio,one_room,two_room,three_room",4432500,6864200,5800000
Одинцовский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/59380d085c2a2.jpg,-1,ЖК UP-квартал «Сколковский»,7924000,one_room,-1,-1,-1
Мытищинский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5b3cab6f8f2d1.jpg,-1,ЖК «Афродита»,6150000,"one_room,two_room,three_room",-1,9700000,7000000
Королёв,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5d7f74bcc3169.jpg,-1,МФК «Созвездие (Королёв)»,-1,studio,4950000,-1,-1
Истринский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5141d92a526a3.jpg,-1,МЖК «Метелица»,4213000,"one_room,two_room,three_room",-1,8153600,5299200
Красногорский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/wm_62fb64ba973d5.png,-1,Апарт-отель «Life&Loft»,3900000,"one_room,two_room",-1,-1,6400000
Очаково-Матвеевское,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6266bc2fbd7d4.jpg,-1,"ЖК «Дом на Аминьевском шоссе, 5»",-1,studio,4400000,-1,-1
Истринский,8500000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5b3ce5b867896.jpeg,-1,ЖК «Новоснегиревский»,-1,"two_room,three_room,four_room",-1,7600000,6000000
Одинцовский,13511400,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/608929ad99880.jpg,-1,МЖК «Эльйон»,6701800,"one_room,two_room,three_room,four_room",-1,9018700,8855000
